trial_id,config_id,k_margin,base_accuracy,steps,voting_correct,single_correct,total_samples,converged,elapsed_ms
173,k2_live,2,0,1,true,true,2,true,4371
174,k2_live,2,0,1,true,true,2,true,3856
175,k2_live,2,0,1,true,true,2,true,4300
176,k2_live,2,0,1,true,true,2,true,2998
177,k2_live,2,0,1,true,true,2,true,3059
178,k2_live,2,0,1,true,true,2,true,3230
179,k2_live,2,0,1,true,true,2,true,3440
180,k2_live,2,0,1,true,true,2,true,3104
181,k2_live,2,0,1,true,true,2,true,3082
182,k2_live,2,0,1,true,true,2,true,3146
183,k2_live,2,0,1,true,true,2,true,3501
184,k2_live,2,0,1,true,true,2,true,3711
185,k2_live,2,0,1,true,true,2,true,5890
186,k2_live,2,0,1,true,true,2,true,4154
187,k2_live,2,0,1,true,true,2,true,3987
188,k2_live,2,0,1,true,true,2,true,3673
189,k2_live,2,0,1,true,true,2,true,3082
190,k2_live,2,0,1,true,true,2,true,6745
191,k2_live,2,0,1,true,true,2,true,3205
192,k2_live,2,0,1,true,true,2,true,2941
193,k2_live,2,0,1,true,true,2,true,3205
194,k2_live,2,0,1,true,true,2,true,3009
195,k2_live,2,0,1,true,true,2,true,3232
196,k2_live,2,0,1,true,true,2,true,4885
197,k2_live,2,0,1,true,true,2,true,3260
198,k2_live,2,0,1,true,true,2,true,5585
199,k2_live,2,0,1,true,true,2,true,3513
200,k2_live,2,0,1,true,true,2,true,6876
201,k2_live,2,0,1,true,true,2,true,3032
202,k2_live,2,0,1,true,true,2,true,3842
203,k2_live,2,0,1,true,true,2,true,2966
204,k2_live,2,0,1,true,true,2,true,3194
205,k2_live,2,0,1,true,true,2,true,4438
206,k2_live,2,0,1,true,true,2,true,3142
207,k2_live,2,0,1,true,true,2,true,3051
208,k2_live,2,0,1,true,true,2,true,4131
209,k2_live,2,0,1,true,true,2,true,4201
210,k2_live,2,0,1,true,true,2,true,3828
211,k2_live,2,0,1,true,true,2,true,4090
212,k2_live,2,0,1,true,true,2,true,3194
213,k2_live,2,0,1,true,true,2,true,3489
214,k2_live,2,0,1,true,true,2,true,4265
215,k2_live,2,0,1,true,true,2,true,2868
216,k2_live,2,0,1,true,true,2,true,3375
217,k2_live,2,0,1,true,true,2,true,4445
218,k2_live,2,0,1,true,true,2,true,3130
219,k2_live,2,0,1,true,true,2,true,3364
220,k2_live,2,0,1,true,true,2,true,4108
221,k2_live,2,0,1,true,true,2,true,4142
222,k2_live,2,0,1,true,true,2,true,3664
223,k2_live,2,0,1,true,true,2,true,5454
224,k2_live,2,0,1,true,true,2,true,3710
225,k2_live,2,0,1,true,true,2,true,5067
226,k2_live,2,0,1,true,true,2,true,4598
227,k2_live,2,0,1,true,true,2,true,3764
228,k2_live,2,0,1,true,true,2,true,4811
229,k2_live,2,0,1,true,true,2,true,3498
230,k2_live,2,0,1,true,true,2,true,4385
231,k2_live,2,0,1,true,true,2,true,4100
232,k2_live,2,0,1,true,true,2,true,3960
233,k2_live,2,0,1,true,true,2,true,3417
234,k2_live,2,0,1,true,true,2,true,3527
235,k2_live,2,0,1,true,true,2,true,4458
236,k2_live,2,0,1,true,true,2,true,3263
237,k2_live,2,0,1,true,true,2,true,3503
238,k2_live,2,0,1,true,true,2,true,5363
239,k2_live,2,0,1,true,true,2,true,2945
0,k3_live,3,0,1,true,true,3,true,6639
1,k3_live,3,0,1,true,true,3,true,8236
2,k3_live,3,0,1,true,true,3,true,4265
3,k3_live,3,0,1,true,true,3,true,10556
4,k3_live,3,0,1,true,true,3,true,5457
5,k3_live,3,0,1,true,true,3,true,8109
6,k3_live,3,0,1,true,false,3,true,8738
7,k3_live,3,0,1,true,true,3,true,6682
8,k3_live,3,0,1,true,true,3,true,5522
9,k3_live,3,0,1,true,true,3,true,6325
10,k3_live,3,0,1,true,true,3,true,6705
11,k3_live,3,0,1,true,true,3,true,5017
12,k3_live,3,0,1,true,true,3,true,6035
13,k3_live,3,0,1,true,true,3,true,5566
14,k3_live,3,0,1,true,true,3,true,4398
15,k3_live,3,0,1,true,true,3,true,4812
16,k3_live,3,0,1,true,true,3,true,5809
17,k3_live,3,0,1,true,true,3,true,5765
18,k3_live,3,0,1,true,true,3,true,5049
19,k3_live,3,0,1,true,true,3,true,5755
20,k3_live,3,0,1,true,true,3,true,5190
21,k3_live,3,0,1,true,true,3,true,5783
22,k3_live,3,0,1,true,true,3,true,6741
23,k3_live,3,0,1,true,true,3,true,6404
24,k3_live,3,0,1,true,true,3,true,5456
25,k3_live,3,0,1,true,true,3,true,7156
26,k3_live,3,0,1,true,true,3,true,4914
27,k3_live,3,0,1,true,true,3,true,4974
28,k3_live,3,0,1,true,true,3,true,6403
29,k3_live,3,0,1,true,true,3,true,6003
30,k3_live,3,0,1,true,true,3,true,5315
31,k3_live,3,0,1,true,true,3,true,5773
32,k3_live,3,0,1,true,true,3,true,4941
33,k3_live,3,0,1,true,true,3,true,5760
34,k3_live,3,0,1,true,true,3,true,5839
35,k3_live,3,0,1,true,true,3,true,6347
36,k3_live,3,0,1,true,true,3,true,5502
37,k3_live,3,0,1,true,true,3,true,5961
38,k3_live,3,0,1,true,true,3,true,4950
39,k3_live,3,0,1,true,true,3,true,4740
40,k3_live,3,0,1,true,true,3,true,5885
41,k3_live,3,0,1,true,true,3,true,6861
42,k3_live,3,0,1,true,true,3,true,6331
43,k3_live,3,0,1,true,true,3,true,7656
44,k3_live,3,0,1,true,true,3,true,6885
45,k3_live,3,0,1,true,true,3,true,7635
46,k3_live,3,0,1,true,true,3,true,5653
47,k3_live,3,0,1,true,true,3,true,6847
48,k3_live,3,0,1,true,true,3,true,4546
49,k3_live,3,0,1,true,true,3,true,5198
50,k3_live,3,0,1,true,true,3,true,4442
51,k3_live,3,0,1,true,true,3,true,5250
52,k3_live,3,0,1,true,true,3,true,5432
53,k3_live,3,0,1,true,true,3,true,5349
54,k3_live,3,0,1,true,true,3,true,5916
55,k3_live,3,0,1,true,true,3,true,6817
56,k3_live,3,0,1,true,true,3,true,9252
57,k3_live,3,0,1,true,true,3,true,6063
58,k3_live,3,0,1,true,true,3,true,9488
59,k3_live,3,0,1,true,true,3,true,5065
60,k3_live,3,0,1,true,true,3,true,6373
61,k3_live,3,0,1,true,true,3,true,5051
62,k3_live,3,0,1,true,true,3,true,4388
63,k3_live,3,0,1,true,true,3,true,4458
64,k3_live,3,0,1,true,true,3,true,5291
65,k3_live,3,0,1,true,true,3,true,7420
66,k3_live,3,0,1,true,true,3,true,6007
67,k3_live,3,0,1,true,true,3,true,6868
68,k3_live,3,0,1,true,true,3,true,19389
69,k3_live,3,0,1,true,true,3,true,6100
70,k3_live,3,0,1,true,true,3,true,6236
71,k3_live,3,0,1,true,true,3,true,5399
72,k3_live,3,0,1,true,true,3,true,4176
73,k3_live,3,0,1,true,true,3,true,5328
74,k3_live,3,0,1,true,true,3,true,4653
75,k3_live,3,0,1,true,true,3,true,4970
76,k3_live,3,0,1,true,true,3,true,5080
77,k3_live,3,0,1,true,true,3,true,5451
78,k3_live,3,0,1,true,true,3,true,5179
79,k3_live,3,0,1,true,true,3,true,5619
80,k3_live,3,0,1,true,true,3,true,6111
81,k3_live,3,0,1,true,true,3,true,5505
82,k3_live,3,0,1,true,true,3,true,5698
83,k3_live,3,0,1,true,true,3,true,5984
84,k3_live,3,0,1,true,true,3,true,5084
85,k3_live,3,0,1,true,true,3,true,4830
86,k3_live,3,0,1,true,true,3,true,4928
87,k3_live,3,0,1,true,true,3,true,5564
88,k3_live,3,0,1,true,true,3,true,5773
89,k3_live,3,0,1,true,true,3,true,5946
90,k3_live,3,0,1,true,true,3,true,5553
91,k3_live,3,0,1,true,true,3,true,5553
